drug_name,condition
ETORICOXIB,tuberculosis
FROVATRIPTAN SUCCINATE,migraine disorder
MOXIFLOXACIN HYDROCHLORIDE,cataract
MOXIFLOXACIN HYDROCHLORIDE,cystic fibrosis
MOXIFLOXACIN HYDROCHLORIDE,Duchenne and Becker muscular dystrophy
MURAGLITAZAR,type 2 diabetes mellitus
DIDANOSINE,tuberculosis
ETODOLAC,osteoarthritis
DEXMEDETOMIDINE,atrial fibrillation
DEXMEDETOMIDINE,neuropathic pain
DEXMEDETOMIDINE,Inguinal hernia
DEXMEDETOMIDINE,Alzheimer disease
DEXMEDETOMIDINE,amyotrophic lateral sclerosis
MOMETASONE FUROATE,alopecia areata
MOMETASONE FUROATE,asthma
MOMETASONE FUROATE,allergic disease
MOMETASONE FUROATE,sickle cell anemia
ETHAMBUTOL HYDROCHLORIDE,tuberculosis
ELETRIPTAN HYDROBROMIDE,migraine disorder
ALBUTEROL SULFATE,asthma
ALBUTEROL SULFATE,asthma
ALBUTEROL SULFATE,asthma
DIMENHYDRINATE,allergic disease
BUPROPION HYDROCHLORIDE,alcohol dependence
BUPROPION HYDROCHLORIDE,Wilson disease
DEXCHLORPHENIRAMINE MALEATE,allergic disease
DEXCHLORPHENIRAMINE MALEATE,multiple sclerosis
ETHINYL ESTRADIOL,type 2 diabetes mellitus
ETHINYL ESTRADIOL,migraine disorder
ETHINYL ESTRADIOL,cystic fibrosis
ETHINYL ESTRADIOL,neural tube defect
ETHINYL ESTRADIOL,Turner syndrome
CAPECITABINE,pseudomyxoma peritonei
CAPECITABINE,gallbladder carcinoma
OLANZAPINE,testicular carcinoma
OLANZAPINE,opioid use disorder
OLANZAPINE,Anorexia
OLANZAPINE,amyotrophic lateral sclerosis
OLANZAPINE,schizophrenia
OLANZAPINE,alcohol dependence
OLANZAPINE,Huntington disease
OLANZAPINE,hematopoietic and lymphoid cell neoplasm
NICERITROL,cardiovascular disease
TOLAZAMIDE,type 2 diabetes mellitus
METHACHOLINE CHLORIDE,asthma
METHACHOLINE CHLORIDE,asthma
LONAFARNIB,Hutchinson-Gilford progeria syndrome
NATEGLINIDE,type 2 diabetes mellitus
PIMETHIXENE,allergic disease
PIRFENIDONE,pancreatitis
PIRFENIDONE,acute respiratory distress syndrome
PIRFENIDONE,multiple sclerosis
PIRFENIDONE,pneumoconiosis
PIRFENIDONE,neurofibromatosis type 1
PILOCARPINE HYDROCHLORIDE,presbyopia
THEOPHYLLINE,asthma
THEOPHYLLINE,Pseudohypoparathyroidism type 1A
THEOPHYLLINE,pseudohypoparathyroidism
MEXAZOLAM,anxiety
OMEPRAZOLE,chronic hepatitis B virus infection
OMEPRAZOLE,Granuloma
OMEPRAZOLE,Alzheimer disease
OMEPRAZOLE,type 1 diabetes mellitus
OMEPRAZOLE,type 2 diabetes mellitus
OMEPRAZOLE,osteoarthritis
OMEPRAZOLE,cystic fibrosis
OMEPRAZOLE,mitochondrial disease
MODAFINIL,Low back pain
MODAFINIL,Alzheimer disease
MODAFINIL,schizophrenia
MODAFINIL,Parkinson disease
MODAFINIL,multiple sclerosis
MODAFINIL,alcohol dependence
MAZINDOL,narcolepsy-cataplexy syndrome
LISURIDE,Parkinson disease
LISURIDE,migraine disorder
METAPROTERENOL SULFATE,asthma
TESTOSTERONE,metastatic prostate cancer
TESTOSTERONE,multiple sclerosis
TESTOSTERONE,Kallmann syndrome
GEMCITABINE,Ewing sarcoma
GEMCITABINE,acute myeloid leukemia
GEMCITABINE,urinary bladder carcinoma
GEMCITABINE,gastrointestinal stromal tumor
GEMCITABINE,malignant epithelial tumor of ovary
NIACINAMIDE,Alzheimer disease
NIACINAMIDE,multiple sclerosis
NIACINAMIDE,sickle cell anemia
NIACINAMIDE,Friedreich ataxia
THIAMINE HYDROCHLORIDE,septic shock
THIAMINE HYDROCHLORIDE,Sepsis
PIOGLITAZONE HYDROCHLORIDE,amyotrophic lateral sclerosis
PIOGLITAZONE HYDROCHLORIDE,type 2 diabetes mellitus
RASAGILINE MESYLATE,Parkinson disease
PIROXICAM,pain
PIROXICAM,osteoarthritis
PROBUCOL,hyperlipidemia
NOREPINEPHRINE BITARTRATE,hypotension
NITRAZEPAM,Sleep Disorder
NITRAZEPAM,schizophrenia
PENTOXIFYLLINE,depressive disorder
PENTOXIFYLLINE,schizophrenia
PENTOXIFYLLINE,biliary atresia
PENTOXIFYLLINE,Duchenne muscular dystrophy
PRAMIPEXOLE DIHYDROCHLORIDE,amyotrophic lateral sclerosis
PRAMIPEXOLE DIHYDROCHLORIDE,Parkinson disease
MIRTAZAPINE,schizophrenia
MIRTAZAPINE,alcohol dependence
MORPHINE HYDROCHLORIDE,pain
MIDAZOLAM HYDROCHLORIDE,depressive disorder
MIDAZOLAM HYDROCHLORIDE,type 2 diabetes mellitus
MIDAZOLAM HYDROCHLORIDE,tuberculosis
PROPRANOLOL HYDROCHLORIDE,obesity
PROPRANOLOL HYDROCHLORIDE,hypoxia
PROPRANOLOL HYDROCHLORIDE,type 2 diabetes mellitus
PROPRANOLOL HYDROCHLORIDE,migraine disorder
GALANTAMINE HYDROBROMIDE,Alzheimer disease
GALANTAMINE HYDROBROMIDE,schizophrenia
GALANTAMINE HYDROBROMIDE,frontotemporal dementia
RANITIDINE,multiple sclerosis
TERBUTALINE SULFATE,asthma
NITROFURAZONE,amyotrophic lateral sclerosis
LORNOXICAM,Alzheimer disease
LORNOXICAM,migraine disorder
AMBROXOL,Parkinson disease
AMBROXOL,Gaucher disease
TETRACAINE,cataract
FLURBIPROFEN,type 2 diabetes mellitus
FLURBIPROFEN,mitochondrial disease
SALMETEROL,asthma
MILRINONE,septic shock
MILRINONE,muscle cramp
REBOXETINE,post-traumatic stress disorder
REBOXETINE,schizophrenia
PHYTONADIONE,rheumatoid arthritis
PHYTONADIONE,chronic hepatitis B virus infection
PHYTONADIONE,cystic fibrosis
QUETIAPINE FUMARATE,schizophrenia
QUETIAPINE FUMARATE,multiple sclerosis
QUETIAPINE FUMARATE,alcohol dependence
PREDNISOLONE,sinusitis
PREDNISOLONE,language disorder
PREDNISOLONE,asthma
PREDNISOLONE,schizophrenia
PREDNISOLONE,cataract
PREDNISOLONE,type 2 diabetes mellitus
PREDNISOLONE,osteoarthritis
PREDNISOLONE,allergic disease
PREDNISOLONE,multiple sclerosis
PREDNISOLONE,classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
PREDNISOLONE,biliary atresia
PREDNISOLONE,familial lipoprotein lipase deficiency
PREDNISOLONE,Duchenne muscular dystrophy
PREDNISOLONE,West syndrome
PREDNISOLONE,thrombotic thrombocytopenic purpura
PREDNISOLONE,sarcoidosis
TAMIBAROTENE,pancreatic carcinoma
TAMIBAROTENE,Alzheimer disease
IBUPROFEN,tibia fracture
IBUPROFEN,Alzheimer disease
IBUPROFEN,type 1 diabetes mellitus
IBUPROFEN,osteoarthritis
IBUPROFEN,migraine disorder
IBUPROFEN,multiple sclerosis
IBUPROFEN,Duchenne muscular dystrophy
IBUPROFEN,tuberculosis
IBUPROFEN,chronic granulomatous disease
IBUPROFEN,bronchopulmonary dysplasia
HYDROCORTISONE SODIUM SUCCINATE,asthma
METHYLENE BLUE,Alzheimer disease
NEVIRAPINE,tuberculosis
LEVOSALBUTAMOL,asthma
TEMAZEPAM,schizophrenia
HYMECROMONE,sclerosing cholangitis
HYMECROMONE,pulmonary hypertension
TAMOXIFEN CITRATE,hyperplasia
TAMOXIFEN CITRATE,male infertility
TAMOXIFEN CITRATE,glioma
TAMOXIFEN CITRATE,amyotrophic lateral sclerosis
TAMOXIFEN CITRATE,Duchenne muscular dystrophy
TAMOXIFEN CITRATE,malignant epithelial tumor of ovary
TAMOXIFEN CITRATE,hereditary hemorrhagic telangiectasia
ROPINIROLE HYDROCHLORIDE,Parkinson disease
ROQUINIMEX,neoplasm
RISEDRONATE SODIUM,osteogenesis imperfecta
ISRADIPINE,Parkinson disease
RACEMETYROSINE,autism
IDARUBICIN HYDROCHLORIDE,hepatocellular carcinoma
TOLMETIN SODIUM,osteoarthritis
TRAZODONE HYDROCHLORIDE,amyotrophic lateral sclerosis
HYDROCHLOROTHIAZIDE,Autosomal dominant polycystic kidney disease
HYDROCHLOROTHIAZIDE,essential hypertension
HYDROCHLOROTHIAZIDE,type 2 diabetes mellitus
PERINDOPRIL ERBUMINE,essential hypertension
PROGESTERONE,ovarian neoplasm
PROGESTERONE,methamphetamine dependence
PROGESTERONE,gliosarcoma
PROGESTERONE,Alzheimer disease
PROGESTERONE,type 1 diabetes mellitus
PROGESTERONE,ovarian hyperstimulation syndrome
PROCHLORPERAZINE,multiple myeloma
PROCHLORPERAZINE,schizophrenia
PROCHLORPERAZINE,migraine disorder
MEDRONIC ACID,postmenopausal osteoporosis
IMIDAPRIL,essential hypertension
LINEZOLID,syphilis
LINEZOLID,cystic fibrosis
LINEZOLID,tuberculosis
LINEZOLID,hematopoietic and lymphoid cell neoplasm
PANTOPRAZOLE,schizophrenia
PANTOPRAZOLE,type 1 diabetes mellitus
PANTOPRAZOLE,type 2 diabetes mellitus
PANTOPRAZOLE,multiple sclerosis
PYRITINOL,schizophrenia
OXATOMIDE,allergic disease
OXATOMIDE,Duchenne muscular dystrophy
SODIUM PHENYLBUTYRATE,amyotrophic lateral sclerosis
SODIUM PHENYLBUTYRATE,Huntington disease
SODIUM PHENYLBUTYRATE,argininosuccinic aciduria
SODIUM PHENYLBUTYRATE,cystic fibrosis
SODIUM PHENYLBUTYRATE,pyruvate dehydrogenase deficiency
LAQUINIMOD,eye disease
LAQUINIMOD,multiple sclerosis
LAQUINIMOD,Huntington disease
ZUCLOPENTHIXOL,schizophrenia
ZALEPLON,schizophrenia
ZIPRASIDONE MESYLATE,schizophrenia
LEVOMEPROMAZINE,schizophrenia
VALACYCLOVIR HYDROCHLORIDE,schizophrenia
XALIPRODEN,Alzheimer disease
CYSTEINE HYDROCHLORIDE,erythropoietic protoporphyria
SODIUM DICHLOROACETATE,breast cancer
SODIUM DICHLOROACETATE,lung cancer
SODIUM DICHLOROACETATE,pyruvate dehydrogenase deficiency
TROPISETRON,Chemotherapy-induced nausea and vomiting
LEFLUNOMIDE,neoplasm
LEFLUNOMIDE,Sjogren syndrome
LEFLUNOMIDE,lymphoproliferative syndrome
KETOCONAZOLE,essential hypertension
KETOCONAZOLE,Alzheimer disease
KETOCONAZOLE,asthma
KETOCONAZOLE,type 2 diabetes mellitus
KETOCONAZOLE,multiple sclerosis
TRIAMCINOLONE HEXACETONIDE,joint disease
TRIAMCINOLONE HEXACETONIDE,osteoarthritis
SERTRALINE HYDROCHLORIDE,Huntington disease
SUMATRIPTAN SUCCINATE,migraine disorder
SUMATRIPTAN SUCCINATE,migraine with aura
SUMATRIPTAN SUCCINATE,migraine without aura
TALASTINE,allergic disease
SULTHIAME,obstructive sleep apnea
TRIAMCINOLONE ACETONIDE,psoriasis vulgaris
TRIAMCINOLONE ACETONIDE,asthma
TRIAMCINOLONE ACETONIDE,cataract
TRIAMCINOLONE ACETONIDE,osteoarthritis
TRIAMCINOLONE ACETONIDE,multiple sclerosis
TRIAMCINOLONE ACETONIDE,breast cancer
TRIAMCINOLONE ACETONIDE,cystoid macular edema
TRIAMCINOLONE ACETONIDE,Vogt-Koyanagi-Harada disease
ZANAMIVIR,type 2 diabetes mellitus
ZOLPIDEM TARTRATE,Sleep Disorder
MAGNESIUM SULFATE,brain neoplasm
MAGNESIUM SULFATE,postmenopausal osteoporosis
MAGNESIUM SULFATE,poisoning
MAGNESIUM SULFATE,rectum cancer
MAGNESIUM SULFATE,asthma
MAGNESIUM SULFATE,sickle cell anemia
MAGNESIUM SULFATE,meningioma
METHYLPHENIDATE,Chronic pain
METHYLPHENIDATE,Alzheimer disease
METHYLPHENIDATE,Parkinson disease
METHYLPHENIDATE,multiple sclerosis
METHYLPHENIDATE,alcohol dependence
METHYLPHENIDATE,sickle cell anemia
METHYLPHENIDATE,narcolepsy-cataplexy syndrome
TALAMPANEL,amyotrophic lateral sclerosis
TALAMPANEL,Parkinson disease
ZILEUTON,asthma
ZILEUTON,sickle cell anemia
SODIUM CHLORIDE,periodontitis
SODIUM CHLORIDE,sunburn
SODIUM CHLORIDE,urticaria
SODIUM CHLORIDE,Salmonella gastroenteritis
SODIUM CHLORIDE,myocarditis
SODIUM CHLORIDE,common wart
SODIUM CHLORIDE,tachypnea
SODIUM CHLORIDE,allergic contact dermatitis
SODIUM CHLORIDE,diabetic ketoacidosis
SODIUM CHLORIDE,Respiratory Syncytial Virus Infection
SODIUM CHLORIDE,Spinal cord injury
SODIUM CHLORIDE,essential hypertension
SODIUM CHLORIDE,ventricular septal defect
SODIUM CHLORIDE,spinal cord cancer
SODIUM CHLORIDE,alopecia
SODIUM CHLORIDE,Alzheimer disease
SODIUM CHLORIDE,amyotrophic lateral sclerosis
SODIUM CHLORIDE,asthma
SODIUM CHLORIDE,schizophrenia
SODIUM CHLORIDE,cataract
SODIUM CHLORIDE,type 1 diabetes mellitus
SODIUM CHLORIDE,type 2 diabetes mellitus
SODIUM CHLORIDE,osteoarthritis
SODIUM CHLORIDE,Parkinson disease
SODIUM CHLORIDE,allergic disease
SODIUM CHLORIDE,multiple sclerosis
SODIUM CHLORIDE,alcohol dependence
SODIUM CHLORIDE,primary erythermalgia
SODIUM CHLORIDE,Prader-Willi syndrome
SODIUM CHLORIDE,cystic fibrosis
SODIUM CHLORIDE,mucopolysaccharidosis type 6
SODIUM CHLORIDE,mucopolysaccharidosis type 2
SODIUM CHLORIDE,Duchenne muscular dystrophy
SODIUM CHLORIDE,sickle cell anemia
SODIUM CHLORIDE,ovarian hyperstimulation syndrome
SODIUM CHLORIDE,primary ciliary dyskinesia
SODIUM CHLORIDE,idiopathic pulmonary arterial hypertension
SODIUM CHLORIDE,frontotemporal dementia
SODIUM CHLORIDE,tuberculosis
SODIUM CHLORIDE,familial Mediterranean fever
SODIUM CHLORIDE,bronchopulmonary dysplasia
SODIUM CHLORIDE,hereditary hemorrhagic telangiectasia
SODIUM CHLORIDE,lymphedema
SODIUM CHLORIDE,hereditary angioedema
IMIPENEM,hematopoietic and lymphoid cell neoplasm
"LACTOSE, ANHYDROUS",post-traumatic stress disorder
"LACTOSE, ANHYDROUS",asthma
"LACTOSE, ANHYDROUS",type 2 diabetes mellitus
"LACTOSE, ANHYDROUS",migraine disorder
"LACTOSE, ANHYDROUS",alcohol dependence
"LACTOSE, ANHYDROUS",tuberculosis
SODIUM OXYBATE,Sleep Disorder
SODIUM OXYBATE,spasmodic dystonia
SODIUM OXYBATE,Parkinson disease
SODIUM OXYBATE,narcolepsy-cataplexy syndrome
SODIUM OXYBATE,alternating hemiplegia of childhood
TROMETHAMINE,cataract
TROMETHAMINE,cystic fibrosis
FENRETINIDE,schizophrenia
FENRETINIDE,cystic fibrosis
HYDROCORTISONE CYPIONATE,chronic primary adrenal insufficiency
SIMVASTATIN,influenza
SIMVASTATIN,serum lipopolysaccharide activity
SIMVASTATIN,essential hypertension
SIMVASTATIN,Alzheimer disease
SIMVASTATIN,asthma
SIMVASTATIN,type 1 diabetes mellitus
SIMVASTATIN,type 2 diabetes mellitus
SIMVASTATIN,Parkinson disease
SIMVASTATIN,migraine disorder
SIMVASTATIN,multiple sclerosis
SIMVASTATIN,cystic fibrosis
SIMVASTATIN,Smith-Lemli-Opitz syndrome
SIMVASTATIN,choroideremia
SIMVASTATIN,sickle cell anemia
SIMVASTATIN,Noonan syndrome
SIMVASTATIN,hyperlipidemia
AGALSIDASE ALFA,Fabry disease
AGALSIDASE BETA,Fabry disease
ALDESLEUKIN,carcinoma
ALDESLEUKIN,dermatomyositis
ALDESLEUKIN,leiomyosarcoma
ALDESLEUKIN,cervical carcinoma
ALDESLEUKIN,Alzheimer disease
ALDESLEUKIN,amyotrophic lateral sclerosis
ALDESLEUKIN,type 1 diabetes mellitus
ALDESLEUKIN,Wiskott-Aldrich syndrome
ALGINIC ACID,cystic fibrosis
BCG VACCINE,HIV-1 infection
BCG VACCINE,neoplasm
BCG VACCINE,urinary bladder carcinoma
BCG VACCINE,tuberculosis
COBAMAMIDE,atopic eczema
CAPSICUM,Low back pain
CHAMOMILE,Recurrent aphthous stomatitis
"CHARCOAL, ACTIVATED",asthma
"CHARCOAL, ACTIVATED",type 2 diabetes mellitus
"CHARCOAL, ACTIVATED",allergic disease
"CHARCOAL, ACTIVATED",multiple sclerosis
CHONDROITIN SULFATE SODIUM,osteoarthritis
CINNAMON,type 1 diabetes mellitus
CINNAMON,type 2 diabetes mellitus
COLEXTRAN,cardiovascular disease
CORN OIL,asthma
"CLOVER, RED",menopause
ANCESTIM,neoplasm
ANISE OIL,irritable bowel syndrome
ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE),myelodysplastic syndrome
ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE),Aplastic anemia
ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE),sickle cell anemia
ATEXAKIN ALFA,peripheral neuropathy
CARBETOCIN,Prader-Willi syndrome
CARBOMER 910,injury
CARBOXYMETHYLCELLULOSE SODIUM,cystoid macular edema
BROMELAINS,pseudomyxoma peritonei
BROMELAINS,pulpitis
CALCIUM POLYCARBOPHIL,Constipation
INFLUENZA VIRUS VACCINE,gonorrhea
INFLUENZA VIRUS VACCINE,pancreatic carcinoma
INFLUENZA VIRUS VACCINE,Respiratory Syncytial Virus Infection
INFLUENZA VIRUS VACCINE,asthma
INFLUENZA VIRUS VACCINE,multiple sclerosis
INSULIN DETEMIR,type 1 diabetes mellitus
INSULIN DETEMIR,type 2 diabetes mellitus
INSULIN DETEMIR,cystic fibrosis
INSULIN GLULISINE,Alzheimer disease
INSULIN GLULISINE,type 1 diabetes mellitus
INSULIN GLULISINE,type 2 diabetes mellitus
EDODEKIN ALFA,MALT lymphoma
EDODEKIN ALFA,malignant epithelial tumor of ovary
EDODEKIN ALFA,gestational trophoblastic neoplasm
LIATERMIN,Parkinson disease
DROTRECOGIN ALFA (ACTIVATED),Ischemic stroke
KALLIDINOGENASE,cardiovascular disease
LACTOBACILLUS ACIDOPHILUS,epilepsy
LACTOBACILLUS ACIDOPHILUS,ulcerative colitis
LACTOBACILLUS ACIDOPHILUS,psoriasis vulgaris
LACTOBACILLUS ACIDOPHILUS,asthma
LACTOBACILLUS ACIDOPHILUS,Hirschsprung disease
FIBRIN,lymphedema
"FIBRINOGEN, HUMAN",congenital afibrinogenemia
HONEY,type 1 diabetes mellitus
HORSE CHESTNUT,cardiovascular disease
HORSE CHESTNUT,lymphedema
DEFIBROTIDE,sickle cell anemia
DELIGOPARIN SODIUM,ulcerative colitis
EMODEPSIDE,onchocerciasis
ENVIOMYCIN,tuberculosis
EPOETIN BETA,amyotrophic lateral sclerosis
EPOETIN BETA,Parkinson disease
EPOETIN BETA,multiple sclerosis
EUCALYPTUS OIL,COVID-19
"BLOOD, WHOLE",injury
"BLOOD, WHOLE",anemia (phenotype)
"BLOOD, WHOLE",infectious disease
"BLOOD, WHOLE",Shock
DORNASE ALFA,asthma
DORNASE ALFA,cystic fibrosis
LENOGRASTIM,neoplasm
MOLGRAMOSTIM,neoplasm
MOLGRAMOSTIM,Ascites
MOROCTOCOG ALFA,hemophilia A
MENOTROPINS,Kallmann syndrome
MEPOLIZUMAB,Granulomatosis with Polyangiitis
MEPOLIZUMAB,asthma
HUMAN IMMUNOGLOBULIN G,heart failure
HUMAN IMMUNOGLOBULIN G,motor neuron disease
HUMAN IMMUNOGLOBULIN G,bullous pemphigoid
HUMAN IMMUNOGLOBULIN G,Guillain-Barre syndrome
HUMAN IMMUNOGLOBULIN G,Japanese encephalitis
HUMAN IMMUNOGLOBULIN G,Bronchiectasis
HUMAN IMMUNOGLOBULIN G,Ischemic stroke
HUMAN IMMUNOGLOBULIN G,inborn error of immunity
HUMAN IMMUNOGLOBULIN G,Alzheimer disease
HUMAN IMMUNOGLOBULIN G,asthma
HUMAN IMMUNOGLOBULIN G,multiple sclerosis
HUMAN IMMUNOGLOBULIN G,primary erythermalgia
HUMAN IMMUNOGLOBULIN G,biliary atresia
HUMAN IMMUNOGLOBULIN G,common variable immunodeficiency
HUMAN IMMUNOGLOBULIN G,agammaglobulinemia
HUMAN IMMUNOGLOBULIN G,encephalitis
LUCINACTANT,cystic fibrosis
PITRAKINRA,asthma
GUAR GUM,Parkinson disease
HAWTHORN LEAF WITH FLOWER,heart failure
HAWTHORN LEAF WITH FLOWER,anxiety
DIBOTERMIN ALFA,bone fracture
DIBOTERMIN ALFA,radius fracture
DIBOTERMIN ALFA,Dental malocclusion
DIBOTERMIN ALFA,osteoarthritis
"OATMEAL, COLLOIDAL",atopic eczema
"OATMEAL, COLLOIDAL",peanut allergic reaction
"OATMEAL, COLLOIDAL",nut allergic reaction
"OATMEAL, COLLOIDAL",Eczema
GINGER,asthma
GINKGO,Dementia
GINKGO,Alzheimer disease
GINKGO,type 2 diabetes mellitus
GINKGO,Parkinson disease
GINKGO,multiple sclerosis
GINKGO,retinitis pigmentosa
GINKGO,Friedreich ataxia
"GINSENG, AMERICAN",chronic lymphocytic leukemia
"GINSENG, AMERICAN",hypertension
"GINSENG, AMERICAN",leukemia
"GINSENG, AMERICAN",AIDS
"GINSENG, AMERICAN",Hyperglycemia
"GINSENG, AMERICAN",type 2 diabetes mellitus
"GINSENG, AMERICAN",multiple sclerosis
"GINSENG, AMERICAN",breast cancer
"GINSENG, ASIAN",diabetes mellitus
"GINSENG, ASIAN",hypertension
"GINSENG, ASIAN",infection
"GINSENG, ASIAN",colorectal carcinoma
"GINSENG, ASIAN",Fatigue
"GINSENG, ASIAN",schizophrenia
"GINSENG, ASIAN",COVID-19
METHYLCELLULOSE,cataract
COAGULATION FACTOR IX RECOMBINANT HUMAN,hemophilia B
MARITIME PINE,lymphedema
PROINSULIN HUMAN,type 1 diabetes mellitus
PERTUSSIS VACCINE,relapsing-remitting multiple sclerosis
PERTUSSIS VACCINE,Alzheimer disease
PERTUZUMAB,triple-negative breast cancer
REPAGERMANIUM,COVID-19
RESLIZUMAB,asthma
TASONERMIN,neoplasm
RABIES IMMUNE GLOBULIN,infection
OLIVE OIL,type 2 diabetes mellitus
PANCRELIPASE,type 1 diabetes mellitus
PANCRELIPASE,cystic fibrosis
PARATHYROID HORMONE,hyperparathyroidism
TRAFERMIN,Skin ulcer
SULODEXIDE,dense deposit disease
ST. JOHN'S WORT,unipolar depression
STANNSOPORFIN,porphyria
TIPLIMOTIDE,multiple sclerosis
TOCOFERSOLAN,hypobetalipoproteinemia
TETANUS TOXOID,typhoid fever
TETANUS TOXOID,Alzheimer disease
TETANUS TOXOID,multiple sclerosis
THROMBIN,hemophilia A
THYROID,type 2 diabetes mellitus
SESAME OIL,pain
SESAME OIL,Sleep Disorder
SIPLIZUMAB,kidney failure
SIPLIZUMAB,lymphoproliferative syndrome
PASCOLIZUMAB,asthma
PASCOLIZUMAB,tuberculosis
PECTIN,sickle cell anemia
PLANTAGO SEED,fecal incontinence
POLIGLUSAM,pain
POLIGLUSAM,pulpitis
POLIGLUSAM,diabetic foot
POLIGLUSAM,breast cancer
POLIGLUSAM,prostate cancer
POLIOVIRUS VACCINE LIVE ORAL,malaria
POLOXAMER,sickle cell anemia
POLYGELINE,ovarian hyperstimulation syndrome
POVIDONE,viral conjunctivitis
TECHNETIUM TC 99M SULFUR COLLOID,non-small cell lung carcinoma
TECHNETIUM TC 99M SULFUR COLLOID,cystic fibrosis
"WAX, EMULSIFYING",oral mucositis
"WAX, EMULSIFYING",Alzheimer disease
"WAX, EMULSIFYING",multiple sclerosis
YELLOW FEVER VACCINE,Plasmodium falciparum malaria
MECOBALAMIN,fibromyalgia
MECOBALAMIN,Hand-foot syndrome
MECOBALAMIN,amyotrophic lateral sclerosis
MECOBALAMIN,type 2 diabetes mellitus
NEDAPLATIN,squamous cell carcinoma
TUBERCULIN,tuberculosis
TYPHOID VACCINE,hepatocellular carcinoma
TYPHOID VACCINE,HIV infection
TYPHOID VACCINE,malaria
TYPHOID VACCINE,pneumonia
TYPHOID VACCINE,biliary tract neoplasm
TYPHOID VACCINE,typhoid fever
TYPHOID VACCINE,major depressive disorder
ULINASTATIN,Sepsis
DEFOSLIMOD,neoplasm
LABRADIMIL,glioma
THYMALFASIN,colorectal carcinoma
BALAGLITAZONE,type 2 diabetes mellitus
ACACIA,sickle cell anemia
ANTIHEMOPHILIC FACTOR,hemophilia A
ANTIHEMOPHILIC FACTOR,hemophilia
ANTIVENIN (CROTALIDAE) POLYVALENT,Abnormality of blood and blood-forming tissues
AMINOSALICYLATE CALCIUM,tuberculosis
BUCILLAMINE,cystinuria
CHROMIUM PICOLINATE,type 2 diabetes mellitus
BEVANTOLOL HYDROCHLORIDE,Huntington disease
CALCIUM CARBIMIDE,alcohol dependence
CALCIUM GLUCONATE,ovarian hyperstimulation syndrome
ENBUCRILATE,atopic eczema
CALCIUM DOBESILATE,type 2 diabetes mellitus
CALCIUM DOBESILATE,COVID-19
DEXMEDETOMIDINE HYDROCHLORIDE,Agitation
DEXMEDETOMIDINE HYDROCHLORIDE,spinal cord cancer
DEXMEDETOMIDINE HYDROCHLORIDE,schizophrenia
"BLOOD CELLS, RED",sickle cell anemia
"BLOOD CELLS, RED",beta-thalassemia major
DEXTRAN SULFATE SODIUM,type 1 diabetes mellitus
ETHYBENZTROPINE,Parkinson disease
DIMESNA,lung adenocarcinoma
IPRAZOCHROME,migraine disorder
LACTOSE MONOHYDRATE,influenza
"INSULIN, ISOPHANE",type 1 diabetes mellitus
"INSULIN, ISOPHANE",type 2 diabetes mellitus
INSULIN LISPRO,type 1 diabetes mellitus
INSULIN LISPRO,type 2 diabetes mellitus
LEVOMENOL,injury
LENTINAN,neoplasm
INSULIN GLARGINE,diabetic ketoacidosis
INSULIN GLARGINE,type 1 diabetes mellitus
INSULIN GLARGINE,type 2 diabetes mellitus
INSULIN GLARGINE,cystic fibrosis
INTERFERON GAMMA-1B,prostatitis
INTERFERON GAMMA-1B,anogenital venereal wart
INTERFERON GAMMA-1B,cystic fibrosis
INTERFERON GAMMA-1B,osteopetrosis
INTERFERON GAMMA-1B,chronic granulomatous disease
INTERFERON GAMMA-1B,malignant epithelial tumor of ovary
INTERFERON GAMMA-1B,Friedreich ataxia
LAVENDER OIL,pain
INSULIN HUMAN,injury
INSULIN HUMAN,cardiac arrest
INSULIN HUMAN,schizophrenia
INSULIN HUMAN,type 1 diabetes mellitus
INSULIN HUMAN,type 2 diabetes mellitus
INSULIN HUMAN,Parkinson disease
INSULIN HUMAN,hyperlipidemia
INSULIN HUMAN,COVID-19
INTERFERON,multiple sclerosis
INTERFERON,Friedreich ataxia
HYALURONATE SODIUM,cartilage disease
HYALURONATE SODIUM,"Hepatitis, Alcoholic"
HYALURONATE SODIUM,osteoarthritis
INTERFERON ALFA,urinary bladder carcinoma
INTERFERON ALFA,type 1 diabetes mellitus
HISTAPYRRODINE,allergic disease
INTERFERON ALFA-2A,neoplasm
INTERFERON ALFA-N1,neoplasm
INTERFERON BETA,neoplasm
INTERFERON BETA,multiple sclerosis
MAGNESIUM CITRATE,essential hypertension
FLUORODOPA F 18,glioma
FLUORODOPA F 18,Parkinson disease
GELATIN,type 2 diabetes mellitus
IGURATIMOD,autoimmune thrombocytopenic purpura
OBLIMERSEN SODIUM,gastrointestinal stromal tumor
NUX VOMICA EXTRACT,premenstrual tension
MAZATICOL,Parkinson disease
LYSOZYME CHLORIDE,xerostomia
POLIHEXANIDE,pulpitis
MALTODEXTRIN,Parkinson disease
MALTODEXTRIN,nosocomial infection
POTASSIUM BICARBONATE,nephrolithiasis
PREGNENOLONE SUCCINATE,schizophrenia
SALCAPROZATE SODIUM,type 2 diabetes mellitus
PETROLATUM,pain
PETROLATUM,sunburn
